City,State,Age Group,Gender,Coffee Type,Daily Cups Consumed,Preferred Coffee Brand,Consumption Setting,Monthly Coffee Expense (INR),Reason for Consumption,Milk Preference,Sugar Preference,Awareness of Specialty Coffee,Frequency of Café Visits (Per Week),Preferred Time of Consumption,Influence of Social Media on Choice
Delhi,Delhi,36-50,Female,Instant,5,Nestlé,Café,2739,Habit,Yes,No Sugar,No,1,Night,No
Kolkata,West Bengal,18-25,Female,Instant,3,Nestlé,Office,1202,Energy,No,No Sugar,No,0,Afternoon,Yes
Bangalore,Karnataka,50+,Other,Brewed,1,Bru,Office,4289,Taste,No,High Sugar,No,0,Afternoon,Yes
Pune,Maharashtra,26-35,Male,Filter Coffee,3,Others,Café,1448,Energy,Yes,Less Sugar,Yes,0,Morning,No
Bangalore,Karnataka,26-35,Male,Cold Coffee,4,Others,Home,3456,Habit,Yes,Less Sugar,No,4,Night,Yes
Ahmedabad,Gujarat,36-50,Female,Filter Coffee,3,Bru,Café,1894,Socializing,Yes,Medium Sugar,Yes,4,Night,Yes
Jaipur,Rajasthan,50+,Other,Brewed,2,Local Brand,Home,477,Energy,No,No Sugar,No,5,Evening,Yes
Chennai,Tamil Nadu,36-50,Other,Brewed,4,Local Brand,Home,4714,Energy,No,No Sugar,Yes,1,Afternoon,No
Mumbai,Maharashtra,50+,Male,Filter Coffee,5,Bru,Office,2639,Taste,No,High Sugar,No,4,Evening,Yes
Mumbai,Maharashtra,26-35,Other,Instant,4,Starbucks,Café,3909,Socializing,Yes,High Sugar,Yes,2,Night,Yes
Delhi,Delhi,50+,Male,Filter Coffee,4,Bru,Home,4537,Taste,No,No Sugar,No,2,Afternoon,Yes
Lucknow,Uttar Pradesh,18-25,Other,Instant,5,Starbucks,Office,3563,Energy,Yes,No Sugar,No,1,Morning,Yes
Lucknow,Uttar Pradesh,18-25,Male,Filter Coffee,5,Local Brand,Café,883,Energy,Yes,Less Sugar,Yes,3,Morning,Yes
Chennai,Tamil Nadu,18-25,Other,Brewed,4,Others,Office,1432,Energy,Yes,Less Sugar,No,1,Night,No
Delhi,Delhi,26-35,Male,Instant,1,Starbucks,Office,2273,Socializing,No,No Sugar,No,6,Afternoon,Yes
Mumbai,Maharashtra,18-25,Other,Cold Coffee,4,Bru,Office,2217,Socializing,Yes,No Sugar,Yes,4,Morning,Yes
Chennai,Tamil Nadu,18-25,Female,Brewed,1,Nestlé,Office,1557,Habit,Yes,High Sugar,Yes,3,Morning,Yes
Pune,Maharashtra,36-50,Other,Espresso,4,Others,Office,4866,Habit,No,Less Sugar,No,5,Evening,Yes
Ahmedabad,Gujarat,36-50,Other,Filter Coffee,5,Nestlé,Office,4120,Taste,Yes,Less Sugar,Yes,4,Morning,Yes
Pune,Maharashtra,26-35,Male,Brewed,4,Starbucks,Office,4056,Habit,Yes,No Sugar,Yes,2,Afternoon,No
Delhi,Delhi,50+,Female,Instant,3,Bru,Home,3176,Taste,No,No Sugar,No,4,Night,Yes
Kolkata,West Bengal,50+,Other,Espresso,1,Bru,Office,3936,Energy,Yes,Less Sugar,No,2,Morning,No
Ahmedabad,Gujarat,50+,Female,Instant,3,Nestlé,Café,4002,Habit,Yes,High Sugar,Yes,5,Morning,No
Ahmedabad,Gujarat,18-25,Male,Brewed,4,Bru,Home,3245,Taste,No,Medium Sugar,Yes,3,Afternoon,No
Hyderabad,Telangana,50+,Other,Brewed,2,Local Brand,Home,3659,Taste,No,High Sugar,Yes,4,Morning,No
Kolkata,West Bengal,18-25,Male,Espresso,5,Bru,Café,1534,Socializing,Yes,Less Sugar,Yes,2,Morning,No
Ahmedabad,Gujarat,50+,Other,Brewed,1,Nestlé,Office,3838,Energy,No,Medium Sugar,Yes,0,Night,Yes
Pune,Maharashtra,50+,Male,Cold Coffee,3,Local Brand,Office,3407,Energy,Yes,High Sugar,Yes,4,Evening,Yes
Lucknow,Uttar Pradesh,26-35,Female,Cold Coffee,1,Bru,Home,1617,Energy,No,High Sugar,No,1,Night,No
Chennai,Tamil Nadu,26-35,Male,Filter Coffee,3,Local Brand,Home,3454,Habit,No,High Sugar,Yes,4,Afternoon,Yes
Lucknow,Uttar Pradesh,26-35,Female,Brewed,1,Others,Office,850,Energy,Yes,High Sugar,No,6,Afternoon,No
Hyderabad,Telangana,26-35,Other,Espresso,2,Starbucks,Café,2952,Taste,No,Less Sugar,No,2,Morning,No
Delhi,Delhi,50+,Female,Brewed,1,Others,Café,1310,Taste,Yes,Medium Sugar,Yes,1,Night,No
Kolkata,West Bengal,18-25,Other,Espresso,1,Others,Home,521,Taste,Yes,High Sugar,No,6,Afternoon,Yes
Hyderabad,Telangana,36-50,Male,Filter Coffee,3,Others,Home,3239,Socializing,Yes,High Sugar,No,5,Evening,No
Bangalore,Karnataka,50+,Other,Filter Coffee,4,Nestlé,Office,1456,Taste,Yes,No Sugar,Yes,1,Morning,Yes
Chennai,Tamil Nadu,18-25,Male,Brewed,1,Bru,Café,4463,Taste,Yes,High Sugar,Yes,6,Morning,Yes
Hyderabad,Telangana,26-35,Male,Filter Coffee,2,Others,Home,2628,Socializing,Yes,Less Sugar,Yes,0,Afternoon,No
Kolkata,West Bengal,18-25,Male,Instant,1,Others,Office,3546,Habit,Yes,High Sugar,No,0,Night,Yes
Jaipur,Rajasthan,26-35,Female,Brewed,2,Nestlé,Café,4131,Socializing,No,No Sugar,Yes,5,Afternoon,Yes
Pune,Maharashtra,36-50,Male,Instant,3,Nestlé,Office,4445,Habit,Yes,High Sugar,Yes,5,Evening,No
Ahmedabad,Gujarat,26-35,Male,Brewed,4,Local Brand,Café,1652,Energy,No,Less Sugar,No,5,Morning,Yes
Kolkata,West Bengal,18-25,Other,Espresso,2,Nestlé,Office,3101,Taste,No,No Sugar,No,5,Afternoon,Yes
Kolkata,West Bengal,36-50,Other,Instant,1,Starbucks,Café,4246,Energy,No,No Sugar,No,1,Afternoon,Yes
Lucknow,Uttar Pradesh,50+,Male,Brewed,1,Bru,Home,3567,Socializing,Yes,Medium Sugar,Yes,6,Afternoon,No
Delhi,Delhi,18-25,Male,Brewed,1,Bru,Home,368,Taste,No,Medium Sugar,No,2,Morning,Yes
Pune,Maharashtra,18-25,Male,Instant,4,Nestlé,Office,1230,Socializing,Yes,High Sugar,No,4,Afternoon,No
Lucknow,Uttar Pradesh,26-35,Female,Brewed,4,Others,Office,4642,Energy,No,High Sugar,Yes,2,Morning,No
Hyderabad,Telangana,26-35,Male,Filter Coffee,1,Others,Home,3867,Habit,No,Medium Sugar,Yes,6,Morning,Yes
Mumbai,Maharashtra,36-50,Other,Filter Coffee,5,Local Brand,Office,742,Habit,Yes,Medium Sugar,No,2,Afternoon,No
Ahmedabad,Gujarat,18-25,Female,Espresso,1,Bru,Home,4236,Energy,No,High Sugar,No,3,Morning,Yes
Chennai,Tamil Nadu,26-35,Male,Filter Coffee,5,Nestlé,Office,1146,Energy,Yes,Medium Sugar,Yes,1,Night,No
Kolkata,West Bengal,36-50,Female,Espresso,4,Bru,Home,4121,Energy,No,No Sugar,Yes,5,Night,Yes
Delhi,Delhi,18-25,Male,Espresso,5,Nestlé,Home,3503,Socializing,Yes,Medium Sugar,Yes,4,Night,No
Ahmedabad,Gujarat,18-25,Male,Espresso,1,Others,Home,1490,Energy,No,Medium Sugar,No,5,Evening,No
Lucknow,Uttar Pradesh,36-50,Male,Espresso,3,Nestlé,Office,701,Energy,Yes,High Sugar,No,2,Evening,Yes
Jaipur,Rajasthan,50+,Other,Instant,5,Others,Office,586,Taste,No,Less Sugar,Yes,3,Morning,Yes
Mumbai,Maharashtra,26-35,Female,Brewed,2,Others,Office,2206,Energy,Yes,Less Sugar,Yes,5,Night,Yes
Chennai,Tamil Nadu,26-35,Female,Cold Coffee,4,Nestlé,Home,4068,Taste,Yes,Less Sugar,No,4,Afternoon,Yes
Hyderabad,Telangana,18-25,Male,Instant,3,Others,Office,552,Energy,No,Medium Sugar,Yes,4,Afternoon,Yes
Jaipur,Rajasthan,50+,Male,Filter Coffee,5,Starbucks,Office,1502,Taste,No,High Sugar,Yes,5,Evening,No
Ahmedabad,Gujarat,26-35,Male,Espresso,2,Nestlé,Home,725,Socializing,Yes,Less Sugar,Yes,4,Evening,No
Bangalore,Karnataka,50+,Female,Espresso,5,Others,Home,2078,Taste,No,High Sugar,No,1,Morning,No
Jaipur,Rajasthan,36-50,Other,Instant,4,Others,Café,4009,Energy,No,Less Sugar,No,3,Evening,No
Kolkata,West Bengal,18-25,Other,Cold Coffee,4,Nestlé,Café,3107,Taste,Yes,Less Sugar,Yes,5,Afternoon,Yes
Lucknow,Uttar Pradesh,18-25,Other,Instant,3,Local Brand,Home,2689,Energy,No,Less Sugar,Yes,0,Evening,No
Kolkata,West Bengal,36-50,Male,Brewed,3,Others,Office,3464,Energy,No,No Sugar,No,4,Night,No
Bangalore,Karnataka,18-25,Other,Brewed,2,Others,Café,2493,Habit,Yes,Medium Sugar,No,2,Afternoon,Yes
Ahmedabad,Gujarat,18-25,Other,Filter Coffee,2,Bru,Café,1211,Taste,Yes,Less Sugar,No,1,Afternoon,Yes
Bangalore,Karnataka,18-25,Male,Cold Coffee,1,Nestlé,Office,3227,Socializing,No,High Sugar,Yes,1,Evening,No
Hyderabad,Telangana,18-25,Female,Cold Coffee,2,Bru,Home,2373,Energy,Yes,Medium Sugar,Yes,0,Evening,No
Jaipur,Rajasthan,50+,Male,Espresso,4,Local Brand,Café,2528,Socializing,No,No Sugar,No,5,Morning,No
Jaipur,Rajasthan,50+,Male,Filter Coffee,2,Local Brand,Café,3884,Socializing,No,Less Sugar,No,2,Night,Yes
Mumbai,Maharashtra,50+,Other,Brewed,4,Starbucks,Home,708,Energy,No,Less Sugar,No,3,Night,No
Kolkata,West Bengal,50+,Other,Filter Coffee,3,Nestlé,Office,3310,Energy,No,Less Sugar,No,2,Evening,No
Delhi,Delhi,26-35,Other,Brewed,2,Local Brand,Home,4635,Energy,No,No Sugar,No,0,Evening,Yes
Pune,Maharashtra,50+,Male,Filter Coffee,2,Bru,Home,3372,Habit,Yes,No Sugar,Yes,6,Night,No
Ahmedabad,Gujarat,18-25,Female,Cold Coffee,5,Bru,Home,1942,Energy,No,Medium Sugar,No,2,Night,Yes
Jaipur,Rajasthan,36-50,Female,Filter Coffee,1,Local Brand,Office,2558,Taste,Yes,Less Sugar,No,3,Morning,No
Hyderabad,Telangana,26-35,Female,Instant,1,Local Brand,Café,730,Socializing,Yes,Less Sugar,Yes,6,Evening,No
Chennai,Tamil Nadu,26-35,Female,Cold Coffee,1,Starbucks,Office,2641,Socializing,Yes,No Sugar,No,5,Evening,Yes
Ahmedabad,Gujarat,50+,Other,Cold Coffee,1,Nestlé,Home,2720,Energy,No,Less Sugar,Yes,0,Afternoon,Yes
Kolkata,West Bengal,18-25,Female,Cold Coffee,4,Others,Café,1164,Socializing,No,No Sugar,No,6,Morning,No
Pune,Maharashtra,26-35,Female,Brewed,5,Starbucks,Café,3003,Habit,Yes,Medium Sugar,Yes,0,Night,Yes
Kolkata,West Bengal,26-35,Other,Filter Coffee,1,Bru,Home,4793,Energy,No,High Sugar,Yes,3,Morning,Yes
Hyderabad,Telangana,26-35,Other,Brewed,3,Nestlé,Office,661,Taste,Yes,High Sugar,Yes,1,Morning,Yes
Bangalore,Karnataka,26-35,Female,Cold Coffee,2,Local Brand,Office,616,Taste,Yes,Less Sugar,Yes,2,Morning,Yes
Chennai,Tamil Nadu,18-25,Other,Instant,2,Nestlé,Home,1588,Socializing,No,Medium Sugar,Yes,0,Morning,No
Pune,Maharashtra,50+,Female,Instant,3,Local Brand,Office,1946,Habit,No,Less Sugar,No,5,Afternoon,Yes
Jaipur,Rajasthan,36-50,Male,Filter Coffee,3,Starbucks,Home,3059,Energy,No,No Sugar,No,2,Evening,Yes
Mumbai,Maharashtra,50+,Female,Brewed,4,Starbucks,Café,4690,Taste,No,Less Sugar,Yes,5,Afternoon,Yes
Mumbai,Maharashtra,50+,Male,Instant,5,Bru,Office,3490,Energy,No,High Sugar,Yes,1,Afternoon,Yes
Pune,Maharashtra,26-35,Other,Espresso,2,Local Brand,Office,1911,Energy,Yes,Less Sugar,No,5,Afternoon,No
Bangalore,Karnataka,50+,Other,Filter Coffee,3,Local Brand,Café,2230,Taste,No,Medium Sugar,Yes,4,Morning,No
Delhi,Delhi,26-35,Male,Cold Coffee,1,Local Brand,Café,2460,Taste,Yes,Medium Sugar,No,3,Afternoon,No
Delhi,Delhi,18-25,Female,Instant,3,Others,Café,1225,Habit,Yes,High Sugar,No,4,Evening,Yes
Kolkata,West Bengal,18-25,Male,Cold Coffee,2,Local Brand,Office,768,Taste,No,Medium Sugar,Yes,2,Afternoon,Yes
Pune,Maharashtra,36-50,Male,Instant,5,Nestlé,Café,2526,Habit,Yes,High Sugar,No,5,Morning,No
Pune,Maharashtra,26-35,Female,Cold Coffee,5,Others,Home,917,Habit,No,High Sugar,No,1,Night,Yes
Ahmedabad,Gujarat,26-35,Female,Brewed,2,Others,Home,2685,Habit,Yes,Less Sugar,No,6,Night,No
Kolkata,West Bengal,18-25,Female,Cold Coffee,3,Bru,Office,1655,Habit,Yes,Medium Sugar,Yes,1,Afternoon,No
Jaipur,Rajasthan,26-35,Male,Brewed,4,Local Brand,Home,4430,Taste,No,Medium Sugar,No,3,Evening,Yes
Delhi,Delhi,26-35,Female,Espresso,4,Bru,Home,532,Taste,Yes,No Sugar,Yes,1,Evening,Yes
Jaipur,Rajasthan,26-35,Male,Instant,2,Bru,Home,1521,Energy,Yes,No Sugar,Yes,4,Morning,No
Kolkata,West Bengal,26-35,Other,Filter Coffee,1,Others,Office,4252,Socializing,Yes,Medium Sugar,No,4,Morning,No
Jaipur,Rajasthan,50+,Other,Espresso,5,Others,Café,3726,Taste,Yes,High Sugar,Yes,0,Night,Yes
Jaipur,Rajasthan,26-35,Male,Brewed,4,Starbucks,Office,3830,Energy,Yes,Less Sugar,Yes,5,Morning,Yes
Ahmedabad,Gujarat,36-50,Female,Filter Coffee,5,Others,Office,4191,Habit,No,No Sugar,No,6,Morning,Yes
Chennai,Tamil Nadu,26-35,Female,Brewed,3,Others,Office,1257,Taste,No,High Sugar,No,5,Morning,Yes
Lucknow,Uttar Pradesh,50+,Male,Instant,2,Local Brand,Café,241,Energy,No,High Sugar,No,0,Night,Yes
Hyderabad,Telangana,18-25,Female,Cold Coffee,3,Starbucks,Office,226,Habit,No,Less Sugar,Yes,5,Morning,Yes
Lucknow,Uttar Pradesh,36-50,Female,Brewed,3,Starbucks,Café,1370,Energy,Yes,High Sugar,Yes,2,Morning,No
Hyderabad,Telangana,18-25,Other,Instant,4,Others,Café,910,Energy,No,High Sugar,Yes,2,Evening,No
Pune,Maharashtra,36-50,Male,Instant,1,Local Brand,Home,3098,Habit,No,Less Sugar,Yes,3,Night,No
Ahmedabad,Gujarat,18-25,Other,Instant,3,Starbucks,Office,1758,Habit,Yes,Less Sugar,Yes,2,Night,Yes
Jaipur,Rajasthan,36-50,Male,Filter Coffee,3,Bru,Office,4252,Habit,Yes,Less Sugar,No,3,Night,No
Jaipur,Rajasthan,26-35,Other,Instant,2,Local Brand,Home,1978,Energy,Yes,No Sugar,Yes,6,Afternoon,No
Pune,Maharashtra,18-25,Male,Brewed,2,Local Brand,Office,883,Energy,No,Medium Sugar,No,6,Afternoon,No
Mumbai,Maharashtra,26-35,Female,Filter Coffee,3,Local Brand,Office,1415,Energy,No,No Sugar,Yes,1,Afternoon,Yes
Delhi,Delhi,18-25,Female,Brewed,2,Starbucks,Café,4194,Habit,No,Medium Sugar,Yes,4,Afternoon,Yes
Pune,Maharashtra,26-35,Other,Instant,4,Bru,Office,1871,Socializing,Yes,Medium Sugar,Yes,4,Afternoon,No
Jaipur,Rajasthan,36-50,Female,Espresso,3,Local Brand,Café,4877,Habit,No,Less Sugar,Yes,6,Afternoon,No
Hyderabad,Telangana,36-50,Female,Instant,4,Others,Café,3295,Energy,No,High Sugar,No,3,Evening,No
Pune,Maharashtra,50+,Female,Cold Coffee,1,Starbucks,Home,2064,Energy,No,No Sugar,Yes,3,Evening,No
Hyderabad,Telangana,36-50,Female,Instant,4,Starbucks,Café,4007,Habit,No,Medium Sugar,Yes,4,Night,Yes
Ahmedabad,Gujarat,18-25,Other,Brewed,1,Bru,Office,4702,Energy,Yes,No Sugar,Yes,1,Night,Yes
Kolkata,West Bengal,26-35,Female,Filter Coffee,3,Others,Café,2209,Energy,Yes,Less Sugar,No,2,Evening,No
Mumbai,Maharashtra,26-35,Female,Filter Coffee,4,Bru,Home,1085,Habit,Yes,Less Sugar,No,4,Afternoon,Yes
Jaipur,Rajasthan,18-25,Other,Cold Coffee,4,Others,Home,4598,Habit,Yes,High Sugar,No,3,Night,No
Chennai,Tamil Nadu,50+,Other,Brewed,1,Local Brand,Café,1983,Habit,No,Medium Sugar,No,1,Night,Yes
Pune,Maharashtra,18-25,Other,Cold Coffee,2,Nestlé,Café,4317,Habit,No,Less Sugar,No,6,Afternoon,Yes
Delhi,Delhi,26-35,Male,Espresso,2,Starbucks,Home,462,Energy,Yes,Less Sugar,Yes,4,Night,No
Mumbai,Maharashtra,36-50,Other,Cold Coffee,3,Nestlé,Café,2630,Habit,Yes,High Sugar,Yes,5,Evening,Yes
Jaipur,Rajasthan,50+,Female,Brewed,5,Bru,Café,591,Habit,No,Medium Sugar,Yes,0,Afternoon,Yes
Hyderabad,Telangana,18-25,Male,Filter Coffee,1,Others,Home,739,Socializing,Yes,Medium Sugar,No,3,Night,Yes
Hyderabad,Telangana,18-25,Other,Instant,4,Local Brand,Home,4523,Taste,Yes,Less Sugar,Yes,0,Night,No
Hyderabad,Telangana,50+,Male,Instant,4,Bru,Office,1599,Habit,No,Medium Sugar,Yes,0,Night,No
Lucknow,Uttar Pradesh,18-25,Male,Cold Coffee,5,Local Brand,Café,4986,Energy,No,High Sugar,Yes,3,Afternoon,Yes
Hyderabad,Telangana,26-35,Male,Instant,5,Bru,Office,1735,Taste,Yes,High Sugar,No,1,Night,Yes
Chennai,Tamil Nadu,18-25,Male,Filter Coffee,2,Local Brand,Café,4390,Habit,Yes,No Sugar,Yes,6,Evening,Yes
Hyderabad,Telangana,18-25,Male,Filter Coffee,2,Others,Office,2370,Socializing,Yes,Medium Sugar,No,4,Evening,No
Hyderabad,Telangana,26-35,Female,Brewed,1,Others,Office,2572,Energy,No,High Sugar,No,5,Night,No
Bangalore,Karnataka,50+,Female,Cold Coffee,4,Starbucks,Office,718,Habit,Yes,Medium Sugar,No,6,Morning,Yes
Hyderabad,Telangana,36-50,Female,Espresso,5,Others,Home,1029,Socializing,Yes,No Sugar,No,1,Morning,Yes
Kolkata,West Bengal,26-35,Other,Filter Coffee,4,Starbucks,Home,470,Habit,Yes,Medium Sugar,No,4,Afternoon,Yes
Lucknow,Uttar Pradesh,50+,Female,Cold Coffee,3,Nestlé,Office,3738,Socializing,No,No Sugar,Yes,4,Night,Yes
Jaipur,Rajasthan,36-50,Male,Espresso,3,Starbucks,Home,1207,Socializing,Yes,High Sugar,No,5,Night,Yes
Lucknow,Uttar Pradesh,18-25,Other,Cold Coffee,5,Starbucks,Café,4673,Taste,No,High Sugar,No,0,Afternoon,No
Ahmedabad,Gujarat,26-35,Other,Filter Coffee,2,Starbucks,Office,1914,Energy,Yes,Less Sugar,Yes,0,Afternoon,No
Lucknow,Uttar Pradesh,26-35,Female,Cold Coffee,5,Nestlé,Home,2823,Taste,Yes,Medium Sugar,Yes,3,Morning,Yes
Bangalore,Karnataka,36-50,Female,Brewed,3,Local Brand,Café,3952,Socializing,Yes,Medium Sugar,Yes,4,Night,No
Hyderabad,Telangana,50+,Female,Cold Coffee,4,Starbucks,Café,4540,Habit,No,Less Sugar,Yes,3,Morning,No
Lucknow,Uttar Pradesh,36-50,Other,Cold Coffee,4,Local Brand,Home,284,Taste,Yes,No Sugar,Yes,6,Evening,No
Lucknow,Uttar Pradesh,26-35,Male,Brewed,3,Local Brand,Café,3721,Habit,Yes,No Sugar,No,3,Afternoon,No
Delhi,Delhi,26-35,Male,Instant,1,Local Brand,Café,2796,Taste,No,No Sugar,No,5,Afternoon,Yes
Delhi,Delhi,26-35,Female,Espresso,3,Nestlé,Office,607,Habit,No,Less Sugar,Yes,6,Night,Yes
Ahmedabad,Gujarat,18-25,Male,Brewed,4,Local Brand,Office,3250,Taste,Yes,Medium Sugar,No,6,Night,Yes
Jaipur,Rajasthan,50+,Female,Instant,5,Nestlé,Office,2597,Habit,Yes,Medium Sugar,Yes,0,Evening,No
Kolkata,West Bengal,26-35,Female,Espresso,4,Bru,Café,527,Taste,Yes,No Sugar,Yes,3,Night,No
Delhi,Delhi,36-50,Male,Instant,3,Starbucks,Office,4918,Socializing,Yes,Medium Sugar,No,6,Afternoon,Yes
Ahmedabad,Gujarat,36-50,Male,Brewed,2,Others,Office,2734,Taste,No,Medium Sugar,No,0,Afternoon,Yes
Delhi,Delhi,26-35,Other,Cold Coffee,4,Bru,Office,955,Energy,Yes,Medium Sugar,Yes,1,Evening,Yes
Bangalore,Karnataka,18-25,Female,Instant,2,Local Brand,Office,4022,Habit,Yes,No Sugar,No,6,Evening,Yes
Bangalore,Karnataka,36-50,Other,Brewed,4,Bru,Café,2058,Socializing,Yes,High Sugar,Yes,2,Night,No
Mumbai,Maharashtra,36-50,Other,Cold Coffee,1,Bru,Office,3366,Taste,No,Medium Sugar,No,6,Morning,Yes
Hyderabad,Telangana,26-35,Female,Instant,1,Others,Café,4114,Socializing,No,No Sugar,No,5,Afternoon,No
Bangalore,Karnataka,50+,Female,Espresso,1,Nestlé,Home,2817,Taste,Yes,High Sugar,Yes,5,Morning,No
Mumbai,Maharashtra,50+,Female,Espresso,4,Others,Office,1242,Habit,Yes,High Sugar,No,4,Afternoon,Yes
Delhi,Delhi,18-25,Male,Espresso,5,Nestlé,Home,4455,Habit,No,No Sugar,Yes,3,Afternoon,Yes
Pune,Maharashtra,26-35,Other,Espresso,1,Starbucks,Home,4021,Socializing,No,No Sugar,Yes,5,Night,No
Mumbai,Maharashtra,50+,Male,Cold Coffee,1,Nestlé,Home,876,Taste,Yes,Medium Sugar,No,6,Night,Yes
Lucknow,Uttar Pradesh,26-35,Male,Brewed,3,Starbucks,Home,2906,Socializing,No,Less Sugar,No,6,Morning,Yes
Chennai,Tamil Nadu,26-35,Male,Espresso,2,Local Brand,Café,807,Taste,No,Medium Sugar,Yes,2,Night,Yes
Pune,Maharashtra,36-50,Male,Filter Coffee,2,Nestlé,Home,2594,Habit,No,No Sugar,Yes,3,Evening,No
Delhi,Delhi,50+,Other,Filter Coffee,1,Starbucks,Café,1360,Habit,Yes,Medium Sugar,Yes,5,Evening,No
Kolkata,West Bengal,50+,Male,Cold Coffee,2,Bru,Home,2047,Taste,Yes,No Sugar,No,1,Afternoon,Yes
Pune,Maharashtra,50+,Male,Brewed,4,Bru,Office,2221,Energy,Yes,Less Sugar,Yes,0,Evening,No
Bangalore,Karnataka,50+,Male,Cold Coffee,2,Nestlé,Home,2248,Energy,Yes,High Sugar,Yes,5,Night,Yes
Ahmedabad,Gujarat,18-25,Female,Cold Coffee,2,Starbucks,Office,4154,Taste,No,High Sugar,Yes,5,Afternoon,No
Ahmedabad,Gujarat,50+,Other,Filter Coffee,2,Local Brand,Café,1287,Habit,Yes,Medium Sugar,No,3,Night,No
Chennai,Tamil Nadu,36-50,Male,Filter Coffee,5,Starbucks,Café,2509,Energy,Yes,High Sugar,Yes,0,Evening,Yes
Bangalore,Karnataka,36-50,Male,Cold Coffee,5,Starbucks,Café,3133,Socializing,Yes,No Sugar,No,1,Afternoon,No
Mumbai,Maharashtra,26-35,Other,Espresso,1,Starbucks,Office,1580,Taste,Yes,Medium Sugar,Yes,6,Afternoon,No
Ahmedabad,Gujarat,18-25,Other,Brewed,3,Nestlé,Home,683,Taste,No,Less Sugar,Yes,5,Evening,Yes
Hyderabad,Telangana,50+,Male,Filter Coffee,5,Local Brand,Home,3979,Taste,Yes,Medium Sugar,Yes,5,Morning,No
Pune,Maharashtra,26-35,Other,Instant,3,Local Brand,Café,2220,Energy,No,No Sugar,Yes,1,Morning,No
Kolkata,West Bengal,18-25,Other,Cold Coffee,1,Nestlé,Café,978,Socializing,No,High Sugar,No,3,Morning,Yes
Bangalore,Karnataka,36-50,Female,Brewed,4,Others,Home,3477,Taste,Yes,High Sugar,Yes,1,Morning,No
Mumbai,Maharashtra,26-35,Other,Espresso,4,Others,Home,2509,Habit,Yes,No Sugar,Yes,2,Night,Yes
Bangalore,Karnataka,18-25,Other,Cold Coffee,1,Others,Home,4743,Socializing,Yes,Medium Sugar,No,1,Night,No
Mumbai,Maharashtra,50+,Male,Brewed,5,Starbucks,Office,1497,Energy,No,High Sugar,No,6,Night,Yes
Lucknow,Uttar Pradesh,36-50,Female,Espresso,5,Bru,Home,3422,Energy,No,Medium Sugar,No,3,Night,Yes
Lucknow,Uttar Pradesh,50+,Male,Cold Coffee,1,Local Brand,Office,2713,Habit,Yes,Medium Sugar,No,6,Afternoon,Yes
Hyderabad,Telangana,26-35,Other,Filter Coffee,2,Others,Café,755,Energy,Yes,Medium Sugar,Yes,3,Morning,No
Delhi,Delhi,18-25,Other,Filter Coffee,3,Bru,Office,555,Habit,Yes,High Sugar,Yes,3,Night,Yes
Jaipur,Rajasthan,18-25,Female,Brewed,2,Bru,Café,1222,Taste,Yes,No Sugar,No,1,Night,Yes
Ahmedabad,Gujarat,36-50,Other,Filter Coffee,4,Nestlé,Office,3410,Socializing,No,No Sugar,No,0,Night,No
Mumbai,Maharashtra,36-50,Male,Cold Coffee,3,Nestlé,Home,2236,Taste,No,High Sugar,No,2,Night,No
Jaipur,Rajasthan,18-25,Female,Cold Coffee,3,Others,Café,2763,Habit,No,Medium Sugar,No,5,Night,Yes
Kolkata,West Bengal,26-35,Male,Espresso,4,Nestlé,Office,469,Energy,Yes,Medium Sugar,No,3,Night,No
Lucknow,Uttar Pradesh,36-50,Other,Filter Coffee,4,Local Brand,Home,1242,Taste,No,No Sugar,Yes,4,Evening,Yes
Delhi,Delhi,18-25,Female,Instant,4,Others,Café,4388,Energy,No,Less Sugar,No,4,Morning,No
Jaipur,Rajasthan,50+,Other,Cold Coffee,2,Local Brand,Office,2241,Socializing,No,Less Sugar,No,0,Evening,No
Ahmedabad,Gujarat,18-25,Other,Espresso,2,Others,Home,1947,Taste,Yes,No Sugar,Yes,4,Night,No
Pune,Maharashtra,18-25,Female,Cold Coffee,1,Bru,Café,1367,Taste,No,No Sugar,Yes,1,Night,Yes
Hyderabad,Telangana,50+,Other,Cold Coffee,3,Nestlé,Café,3741,Taste,No,Less Sugar,Yes,0,Afternoon,Yes
Bangalore,Karnataka,18-25,Other,Filter Coffee,4,Local Brand,Home,683,Habit,No,Less Sugar,No,3,Afternoon,Yes
Pune,Maharashtra,18-25,Other,Espresso,3,Nestlé,Home,4597,Taste,Yes,High Sugar,Yes,5,Evening,Yes
Hyderabad,Telangana,36-50,Male,Filter Coffee,5,Nestlé,Office,2265,Socializing,Yes,Medium Sugar,Yes,3,Afternoon,No
Kolkata,West Bengal,26-35,Male,Brewed,2,Others,Home,2003,Taste,No,Medium Sugar,Yes,2,Evening,No
Bangalore,Karnataka,18-25,Male,Cold Coffee,3,Bru,Café,4328,Taste,Yes,High Sugar,No,4,Evening,No
Pune,Maharashtra,26-35,Other,Instant,2,Bru,Office,3283,Taste,No,Less Sugar,No,6,Evening,No
Bangalore,Karnataka,36-50,Male,Instant,1,Starbucks,Café,2988,Taste,No,High Sugar,Yes,4,Night,No
Bangalore,Karnataka,50+,Male,Filter Coffee,5,Others,Café,1089,Energy,No,Less Sugar,No,5,Morning,Yes
